,id,products
93,10099,93606328;93606541;93606542;93606480;93606495;93606482;93606091;93606090;93606676;93606678;93606956;93606674;93606965;93606966;93606499;93606679;93606710;93606962;93607418;93607419;93607420;93607425;93607427;93607430;93607431;93607437;93607439;93607440;93607442;93607443;93607444;93607476;93607477;93607644;93607645;93607765;93607817;93608054;93608055;93608056;93608057;93608058;93608059;93608060;93608061;93608077;93608078;93608079;93608080;93608081;93608082;93608086;93608098;93608108;93608337;93608338;93610223;93610225;93610232;93610233;93610239;93610236;93610258;93610234;93610237;93610238;93610263;93608877;93608710;93608709;93610364;93606982;93610428;93608691;93609018;93610431;93610463;93610464;93610495;93610536;93610537;93610538;93611038;93611039;93611040;93608894;93610914;93611042;93610898;93610897
94,10100,93600314;93600317;93600318;93600319;93600320;93605372;93605507;93606094;93606097;93606098;93606291;93606290;93606294;93606296;93606317;93606318;93606319;93606320;93606484;93606680;93606681;93606683;93606684;93606686;93606687;93606688;93606949;93606952;93606954;93606955;93606958;93606959;93606964;93606968;93606969;93606973;93606974;93606095;93607313;93607314;93607315;93607316;93607317;93607318;93607319;93607353;93607354;93607355;93607359;93607360;93607361;93607362;93607384;93607385;93607386;93607387;93607388;93607029;93607629;93607630;93607631;93607632;93607633;93607634;93607635;93607636;93607637;93607646;93607649;93607650;93607651;93607652;93607653;93607654;93607667;93607669;93607670;93607671;93607672;93607673;93607674;93607675;93607676;93607677;93607678;93607679;93607680;93608073;93608364;93608365;93610407;93610408;93610222;93610230;93610253;93610235;93610242;93609333;93609109
95,10101,93600935;93600948;93600972;93604253;93604336;93604337;93604338;93604339;93604340;93604341;93604342;93604343;93604344;93604345;93604348;93604349;93604351;93604352;93604353;93604359;93604360;93604362;93604372;93604243;93604533;93604894;93604961;93605206;93605318;93605483;93605485;93605511;93606102;93606103;93606104;93606105;93600910;93605355;93605356;93605357;93605353;93604847;93604848;93600969;93606400;93600947;93606401;93606402;93608164;93608166;93608167;93608175;93608176;93608177;93608178;93608211;93608212;93608213;93608214
96,10102,93600920;93600926;93600932;93600933;93600934;93600935;93604226;93604297;93604227;93604661;93604800;93604809;93604813;93604818;93604819;93604820;93604821;93604824;93604825;93604826;93604827;93604828;93604962;93600924;93605316;93605318;93605349;93605455;93605176;93600925;93605350;93605781;93605785;93605782;93605783;93605787;93605786;93605788;93600906;93605780;93605777;93605778;93605890;93600060;93604584;5265204;93605331;5164106;93605325;93605340;5261295;93605321;5251794;93605326;93600923;93604816;93606470;93606450;93606661;93606864;93600915
97,10103,93600920;93600926;93600932;93600933;93600934;93600935;93604799;93604800;93604801;93604802;93604803;93604805;93604806;93604808;93604809;93604810;93604811;93604813;93604814;93604815;93604817;93604818;93604819;93604820;93604821;93604822;93604823;93604824;93604825;93604826;93604828;93605316;93605318;93605349;93605176;93605485;93605350;93605781;93605785;93605782;93605783;93605787;93605786;93605788;93605780;93600906;93605777;93605778;93605327;93605328;93605329;93605339;5265204;93605331;93605340;10;5164106;93605325;93605338;5261295;93605321;5251794;93605326;93600923;93604816;93606661;93600915;93607230
98,10105,9598298;93600933;93600956;93600957;93600959;93604209;93604211;93604267;93604266;93604264;93604268;93604269;93604270;93604271;93604273;93604276;93604277;93604278;93604279;93604288;93604289;93604301;93604303;54630;93604451;93604462;93604464;93604465;93604466;93604467;93604468;93604471;93604472;93604473;93604474;93604475;93604480;93604481;93604482;93604483;93604484;93604485;93604486;93604487;93604488;93604489;93604490;93604491;93604492;93604495;93604496;93604497;93604502;93604507;93604508;93604530;93604532;93604534;93604535;93604536;93604537;93604539;93604540;93604542;93604544;93604545;93604546;93604882;93604901;93605187;93605081;93605185;93605316;93600934;93605368;93605370;57400006;93605731;9988288;9985092;93606162;93604498;93600999;93606265;93606284;93606285;93606350;93606398;93606404;93606431;93606432;93606442;93606565;93606567;93606568;93606569;93606616;93606617;93606619;93606620;93606621;93606715;93606716;93606717;93606836;93607074;93607075;93607792;93608099;93609625;93609292;93610993;93604650;93609755
99,10106,93604301;93604303;93604530;93604532;93604534;93604535;93604536;93604537;93604539;93604540;93604542;93604544;93604545;93604546;93604553;93604554;93604555;93604556;9988288;9985092;93606616;93606617
100,10107,93600901;93600929;93600930;93600931;93600940;93600941;93600942;93600943;93600956;93600957;93600975;4906004;93601004;5046211;93604268;93604279;93600723;93600724;93604437;93600587;93604438;93604448;93604449;93604450;93604211;93604209;93604462;93604464;93604538;93604541;93605297;93601003;93605390;93604968;93604969;93605413;93605415;93605428;93605492;93605495;93605805;93606221;93606284;93606285;93606551;93606836;93606843;93606844;93606845;93607792;93607988
101,10108,93600933;93600934;93600935;93604550;93604558;93604960;93604974;93604975;93605023;93605029;93605030;93605031;93605032;93605034;93605208;93605209;93605033;93605316;93605318;93605676;93605677;93605678;93605679;93605680;93605681;93605682;93605675;93605739;93605743;93605738;93605744;93605745;93605746;93605747;93605748;93605749;93605750;93605751;93605752;93605753;93605754;93605755;93605756;93605757;93605758;93605759;93605761;93605733;93605762;93605764;93605765;93600590;93605766;93605767;93605768;93605769;93605770;93605772;93605773;93605774;93605775;93605814;93606353;93606355;93606356;93606357;93606359;93606352;93606361;93606362;93606363;93606365;93606366;93606367;93606369;93606370;93606371;93600932;93606609;93606611;93606612;93606613;93606614;93606615;93606622;93606623;93606624;93606625;93606628;93606629;93606630;93606631;93606632;93606633;93606634;93606635;93606636;93606637;93606638;93606639;93606640;93606641;93606642;93606643;93606644;93606645;93606646;93606647;93606648;93609491
102,10109,57400025;5815808;5771601;5816496;9598298;5802496;5707098;6812997;57400006;93604657;93604658;93604659;93605230;9411195;93605685;5733107;93605700;93605701;93605702;93606163
103,10110,93600541;93600942;93600943;93600573;93600722;93600721;93600724;93604969;93604968;93605230;93605297;93605413;93605415;93600723;93604399;93605160;93604398;93604402;93604401;93604400;93604403;93605601;93604404;93604405;93605889;93605815;93605909;93605910;93605912;93605913;93605990;93605993;93605994;93605995;93605996;93606015;93606016;93606163;93606162;93607271;93606901
104,10112,9598298;93604560;93604561;93604563;93604565;57400006;93604607
105,10113,93600956;93600957;93600959;93600960;9598298;93600962;93600999;93604288;93604289;57800;93606284;93606285;93606404
106,10114,93600945;93600946;93600952;93600953;93600954;93600963;93600964;93600965;93600966;93600967;69200091;69200357;93600970;93600971;93600973;93600974;93600975;93600674;93600673;93604373;93604374;93604375;93600689;93600690;93600691;93600663;93600662;93604437;93604932;93605231;93605363;93605364;93605365;93605366;93600636;93604935;93600639;93600969;93606160;93606400;93600947;93606401;93606402;93606426;93606422;93606427;93606428
107,10115,93600933;93604486;93604487;93604488;93604489;93604490;93604491;93604492;93604495;93604496;93604497;93604498;93604373;57400006;93604512;93604513;93605316;93600934;93606398
108,10116,93600964;93600965;69200091;69200357;93600975;93604299;93600674;93600673;93604358;93604359;93604360;93604361;93604362;93604363;93604364;93604365;93604366;93604367;93604369;93604370;93604371;93604372;93604373;93604374;93604375;93604377;93604378;93604379;93604380;93604381;93604384;93600689;93600690;93600691;93600686;93600663;93600662;93604437;93604961;93600636;93604935;93600639;93606422;93606427;93606428
109,10117,93604936;93604938;93604939;93605162;93605163;93605165;93605167;93605176;93605237;93604647;93605312;93605342;93605456;93605498;93605634;93605637;93605633;93605658;93605659;93605728;93605799;93605866;93605867;93600584;93605901;93605902;93605903;93605904;93605905;93605906;93605907;93604963;93600943;93605415;93605889;93605815;93605909;93605910;93605912;93605913;93605934;93606185;93606200;93606201;93606202;93606203;93606261;93606262;93606336;93606335;93606343;93606380;93606382;93606383;93605343;93606402;93606824;93606826;93606860;93606896;93606897;93606898;93606905;93606912;93606913;93606914;93606915;93606918;93607034;93610450;93610455
110,10118,93600964;93600965;69200091;69200357;93600970;93600971;93600973;93600644;93600643;93600674;93600673;93604332;93604333;93604334;93604335;93604336;93604337;93604338;93604339;93604340;93604341;93604342;93604343;93604344;93604345;93604346;93604347;93604348;93604349;93604350;93604351;93604352;93604353;93604354;93604355;93604373;93604375;93604377;93604378;93604379;93604380;93604381;93604384;93604387;93600689;93600690;93600691;93600687;93600663;93600662;93604834;93604835;93604836;93604837;93604839;93604840;93604841;93604842;93604843;93604845;93604846;93604847;93604848;93604849;93604850;93604877;93604878;93605000;93604829;93605362;93605363;93605364;93605365;93605366;93600636;93604935;93600639;93605393;93606269;93606423;93606422;93606427;93606428;93607869
111,10119,93600970;93600971;93600973;93604373;93600663;93600662;93604512;93604513;93604933;93605027;93605028;93605039;93605040;93605041;93605042;93605043;93605044;93605045;93605047;93605049;93605050;93605051;93605052;93605053;93605054;93605057;93605058;93605059;93605060;93605062;93605064;93605065;93605037;93605198;93605199;93605200;93605201;93605202;93605203;93605204;93605205;93604832;93605223;93605363;93605364;93605365;93605366;93605066;69200357;69200091;93600636;93604935;93600639;93605739;93605814;93605856;93605868;93605999;93606192;93606422;93606427;93606428;93606718;93607077;93607433;93608361;93608387;93608388;93608373
112,10120,5076309;93604229;93604230;93604231;93600497;93600464;93604427;93604428;93604429;93604433;93604436;93604461;93604667;93604668;93604669;93604670;93604671;93604672;93604674;93604676;93604677;93604678;93604679;93604680;93604681;93604682;93604683;93604684;93604687;93604688;93604689;93604692;93600062;93605570;93605571;93600467;93600379;93600380;93600382;93600383;93600384;93600385;93600386;93600389;93600390;93600391;93600392;93600393;93600394;93600397;93600399;93600400;93600401;93600402;93600403;93605582;93600406;93600407;93600410;93600411;93600412;93600413;93600415;93600416;93600417;93600419;93600422;93600423;93600426;93600430;93600432;93600431;93600433;93600434;93600437;93600438;93600439;93600440;93600441;93600442;93600369;93600370;93600371;93600372;93600373;93600374;93600375;93600376;93600445;93600446;93600447;93600448;93600449;93600450;93600456;93600459;93600460;93600461;93600462;93600463;93600465;93600469;93600470;93600471;93600472;93600473;93600476;93600477;93600478;93600479;93600480;93600481;93600485;93600486;93600487;93600488;93600491;93600494;93600495;93600496;93600364;93600365;93605662;93605661;93605663;93605824;93605823;93605822;93605821;93605820;93605664;93605897;93606080;93606081;93606263;93606264;93606766;93606767;93606768;93606770;93606771;93606772;93606779;93606780;93606781;93606783;93606784;93606785;93606786;93606787;93606788;93606791;93606792;93606793;93606795;93606796;93606797;93606798;93606913;93606912;93611001;93611002;93611003;93611004;93611005;93611009;93611016;93611017;93611018;93611019;93611020;93611022
113,10121,93604243;93604415;93604416;93604417;93600497;93600464;93604427;93604428;93604429;93604430;93604431;93604432;93604851;93604852;93604853;93604854;93604855;93604858;93604859;93604862;93604863;93604864;93604865;93604866;93604867;93604868;93604869;93604870;93604871;93604872;93604873;93600042;93600043;93605570;93605571;93600467;93600379;93600380;93600382;93600383;93600384;93600385;93600386;93600389;93600390;93600391;93600392;93600393;93600397;93600399;93600400;93600401;93600402;93600403;93605582;93600406;93600407;93600410;93600411;93600412;93600413;93600414;93600415;93600416;93600417;93600419;93600422;93600423;93600426;93600430;93600432;93600431;93600433;93600434;93600437;93600438;93600439;93600440;93600441;93600442;93600369;93600370;93600371;93600372;93604682;93600373;93600374;93600375;93600376;93600445;93600446;93600447;93600448;93600449;93600450;93600456;93600459;93600460;93600461;93600462;93600463;93600465;93600469;93600470;93600471;93600472;93600473;93600476;93600477;93600478;93600479;93600480;93600481;93600485;93600486;93600487;93600488;93600489;93600490;93600527;93600491;93600494;93600495;93600496;93600364;93600365;93605393;93605660;93605661;93605663;93605824;93605823;93605822;93605821;93605820;93605878;93605664;93605897;93606018;93606080;93606081;93604687;93604688;93604689;93606263;93606264;93606766;93606767;93606768;93606770;93606771;93606772;93606779;93606780;93606781;93606783;93606784;93606785;93606786;93606787;93606788;93606791;93606792;93606793;93606795;93606796;93606797;93606798;93606913;93606912;93604691;93608227;93608228;93608229;93608230;93611005;93611004;93611009;93611027;93611018;93611017
114,10122,5076309;93600464;93605070;93605210;93605570;93600467;93600379;93600380;93600382;93600383;93600384;93600385;93600386;93600389;93600390;93600391;93600393;93600394;93600397;93600399;93600400;93600402;93600403;93605582;93600406;93600407;93600410;93600411;93600412;93600415;93600416;93600417;93600419;93600422;93600426;93600430;93600431;93600433;93600434;93600437;93600438;93600439;93600441;93600442;93600369;93600370;93600371;93600374;93600375;93600376;93600445;93600446;93600447;93600449;93600450;93600456;93600459;93600460;93600462;93600463;93600465;93600469;93600470;93600471;93600472;93600473;93600476;93600477;93600478;93600479;93600480;93600481;93600485;93600486;93600487;93600491;93600494;93600495;93600364;93600365;93605512;93605661;93605663;93605824;93605823;93605822;93605821;93605820;93605664;93605897;93606080;93606081;93604687;93604688;93604689;93606263;93606264;93606281;93600527;93606766;93606767;93606768;93606770;93606772;93606779;93606780;93606781;93606783;93606784;93606785;93606787;93606791;93606792;93606793;93606795;93606796;93606797;93606798;93606913;93606912;93608215;93608222;93608227;93608228;93608229;93608230;93608235;93608236;93608237;93608238;93609812;93611004;93611005;93611006;93611007;93611008;93611009;93611016;93611017;93611018;93611019;93611020;93611022
115,10000015,93604211;93604209;93604264;93604266;93604267;93604268;93604269;93604270;93604271;93604273;93604276;93604277;93604278;93604279;93600587;93604438;93604439;93604440;93604441;93604462;93604464;93604465;93604466;93604467;93604468;93604507;93604508;93604649;93604650;93604882;93604894;93604991;93605063;93605172;93605312;93605426;93605428;93605429;93605430;93605431;93605432;93605433;93605434;93605435;93605436;93605437;93605453;93605454;93605492;93605495;93605624;93605609;93605652;93605124;93605719;93605876;93604963;93600943;93605415;93605889;93605791;93606265;93606267;93606331;93606431;93606432;93606435;93606442;93606546;93606547;93606548;93606549;93606550;93606551;93606552;93606553;93606555;93606556;93606557;93606558;93606727;93605460;93600572;93606814;93606819;93606835;93606836;93606838;93606839;93606948;93606989;93607032;93607039;93607042;93607074;93607075;93607076;93607081;93607082;93607205;93607048;93607206;93607284;93607285;93607302;93607366;93607485;93607491;93607540;93606109;93607792;93607794;93607857;93607986;93607990;93608114;93608329;93608352;93609667;93609187;93609558;93609238;93609292;93609240;93608969;93609887;93609229;93609594;93610413;93609621;93610128;93609274;93609871;93609904;93609923;93610115;93609872;93609852;93609402;93609054;93608377;93608378;93608380;93608387;93608388;93608394;93608381;93608373;93608375;93608379;93608383;93609779;93609968;93610416;93610417;93609239;93609875;93608428;93609758;93610530;93610531;93610075;93609393;93606892;93604469;93604470;93608386;93608020;93607814;93607815;93608032;93608252;93610539;93608488;93608499;93608532;93608534;93608551;93608554;93608557;93608582;93608631;93610540;93605095;93608660;93610541;93608674;93610542;93610543;93610544;93608733;93608752;93610545;93608804;93608805;93608815;93610546;93610547;93608944;93608909;93610548;93610551;93608937;93608939;93608951;93608952;93608953;93608954;93608955;93608966;93608964;93608971;93610552;93610553;93610554;93610555;93610556;93610557;93610558;93610559;93610560;93610561;93608989;93610196;93606434;93609062;93609063;93609064;93609065;93609094;93609099;93610562;93610563;93606139;93606873;93600916;93610564;93609170;93609171;93609174;93608293;93609191;93610565;93610566;93609223;93610567;93609232;93609233;93609234;93609244;93610568;93610569;93610570;93609281;93609296;93610571;93606140;93609370;93610572;93609555;93610573;93610574;93609425;93610575;93610576;93610577;93610579;93609503;93609513;93609519;93609522;93609528;93609535;93609543;93609551;93610580;93610581;93609586;93610582;93609620;93609643;93609642;93609652;93609665;93609696;93609722;93609748;93608622;93608650;93610583;93608707;93608754;93610584;93610585;93608919;93608974;93610588;93609098;93609122;93608292;93610589;93610590;93610591;93610592;93610593;93609285;93609302;93609307;93610595;93610596;93610597;93609426;93609445;93610599;93609469;93609480;93609486;93609488;93609501;93609508;93610600;93610602;93609572;93610603;93609638;93608247;93608435;93608436;93608456;93608461;93610604;93608606;93608649;93610605;93608688;93608729;93608767;93608774;93608183;93608869;93608870;93608872;93608908;93610606;93610607;93608965;93608283;93608972;93608984;93610608;93610609;93610610;93610611;93609028;93608195;93609060;93610612;93610197;93600381;93610613;93609201;93609227;93609228;93610614;93610615;93610616;93610617;93609279;93609284;93609299;93610618;93610619;93610620;93610621;93609421;93609443;93609454;93609458;93609459;93609485;93610622;93609548;93610623;93609603;93610624;93609675;93609749;93608372;93610625;93610626;93608376;93607838;93608409;93610627;93608455;93608462;93608464;93608490;93608489;93608254;93610628;93608549;93608556;93608568;93610629;93608590;93610631;93610632;93610633;93608596;93608094;93610634;93608615;93610635;93608258;93608638;93608642;93610636;93608680;93610637;93610638;93608187;93608189;93608190;93608753;93608188;93608191;93608816;93608839;93610639;93608862;93608861;93608203;93608204;93608206;93608279;93608959;93610640;93610641;93610642;93610643;93609088;93610645;93608165;93609147;93609182;93609220;93610646;93610647;93609270;93609272;93608198;93609357;93610648;93610649;93610650;93610651;93610652;93610653;93610654;93610655;93609447;93609448;93609449;93609456;93609457;93610656;93610657;93610658;93609500;93610659;93610660;93610661;93610662;93609697;93610663;93609694;93610664;93609708;93610665;93610666;93608158;93608180;93608133;93608134;93606782;93608447;93610667;93605807;93608491;93608515;93610668;93608018;93606942;93608538;93608553;93610669;93610670;93610671;93608583;93608587;93608152;93610672;93608619;93608648;93604435;93606895;93610673;93608740;93608154;93608169;93608806;93608274;93608946;93608986;93608209;93608923;93608961;93610674;93608995;93608285;93609055;93609056;93610675;93610676;93600405;93609163;93610677;93610678;93610679;93610680;93609226;93610681;93609371;93609368;93609408;93609422;93609441;93609479;93609520;93609523;93610682;93609598;93610683;93609630;93610684;93608429;93610685;93608454;93608504;93608539;93608536;93608550;93608153;93608125;93608097;93608581;93608155;93608156;93608193;93608617;93608257;93608635;93608129;93608132;93608131;93608656;93608192;93608685;93608695;93608721;93608749;93608121;93608769;93608810;93608845;93608850;93608922;93608938;93608999;93609035;93608288;93609053;93610686;93609119;93608127;93608126;93610687;93610688;93610689;93608122;93608124;93606799;93609360;93610690;93610691;93610692;93610693;93609377;93610694;93610695;93610696;93609417;93610697;93609494;93609521;93609518;93609533;93610698;93609566;93609769;93608312;93610699;93609688;93609673;93609739;93610700;93609753;93609757;93610701;93610702;93610703;93610704;93610705;93610706;93606155;93610707;93610452;93610451;93610453;93610708;93610709;93608608;93610710;93610711;93610448;93610449;93608787;93608182;93610713;93610714;93608205;93610715;93610716;93610717;93609081;93606794;93610718;93610719;93610720;93610721;93610722;93605369;93610723;93610724;93604543;93609606;93609658;93610725;93604295;93610726;93604529;93610727;93610728;93610729;93610730;93608410;93610731;93610732;93608430;5152509;93610733;93610734;5294004;93610736;93610737;93610738;93610739;93610740;93608479;93610741;93610742;93607748;93610744;93610745;93606254;93610746;93610747;93610748;93610749;93608574;93610750;93610751;93608572;93610754;93606354;93610755;93604242;93610760;93608616;93610761;93610762;93610763;93610764;93610765;93610478;93610767;93608636;93610768;93610769;93610770;93610771;93610772;93610773;93610774;93610775;93610776;93610777;93610778;93610779;93610780;93610781;93610782;93610783;93610784;93606154;93610785;93608666;93606764;93610786;93604686;93610787;93606271;93608145;93610788;93610789;93610790;93610791;93610792;93608718;93610793;93610794;93610795;93610796;93600949;93610797;93608766;93606167;93610798;93610799;93610800;93610801;93610802;93610803;93610804;93610805;93610806;93609087;93610807;93610808;93610809;93610810;93610811;93610812;93608945;93610813;93610814;93610815;93604804;93610816;93608948;93608947;93608956;93610818;93610819;93610820;93606902;93610821;93610822;93608968;93610823;93608993;93609003;93610824;93610825;93610826;93610827;93610828;93610829;93610830;93608194;93604503;93609040;93610833;93609048;93610834;93610835;93610836;93609068;93610838;93609078;93609076;93610839;93610840;93609089;93610841;93610842;93606184;93610844;93608291;93610845;93610846;93610847;93610848;93610849;93610850;93609167;93610851;93610852;93610853;93610854;93610855;93606769;93609222;93610856;93610857;93610858;93610859;93610860;93610861;93610862;93610863;93610864;93610865;93610866;93610867;93609364;93610869;93609271;93610871;93610872;93609282;93604652;93610873;93610874;93610875;93610876;93610878;93610879;93609316;93610880;93607885;93610881;93609320;93608006;93610885;93610886;93610887;93610888;93610889;93610890;93607297;93610891;93610892;93608199;93610893;93609395;93610894;93609397;93609401;93610895;93609418;93610899;93610900;93610901;93608151;93606397;93610902;93610903;93609439;93610904;93610905;93610906;93610907;93610908;93610909;93610910;93610911;93610912;93609474;93609475;93609490;93609493;93610915;93610916;93610917;93607305;93606876;93604494;93609530;93610918;93609537;93610919;93610920;93609561;93610921;93605193;93609585;93608349;93610922;93609596;93610923;93610924;93610925;93610926;93610927;93609608;93609607;93609609;93609614;93610928;93600004;93610930;93610931;93604476;93606825;93610932;93610933;93609686;93610934;93604296;93604293;93604294;93604300;93604526;93609693;93610935;93610936;93610937;93610174;93610938;93610939;93609711;93610940;93604298;93610941;93609734;93609751;93609754;93604262;93604493;93604290;93604528;93604527;93605182;93609767;93609770;93609776;93609778;93610944;93600715;93609901;93609828;93610124;93609086;93610142;93609963;93610129;93609387;93610118;93609898;93609804;93609805;93609874;93609624;93609936;93610166;93609512;93609755;93608643;93608580
116,10000016,93604209;93604211;93604267;93604266;93604264;93604268;93604269;93604270;93604271;93604273;93604276;93604277;93604278;93604279;54630;93604451;93604462;93604464;93604465;93604466;93604467;93604468;93604507;93604508;93604882;93604901;93605081;93605185;93605187;93605368;93605370;93605731;93606265;93606350;93606431;93606432;93606565;93606567;93606568;93606569;93606619;93606620;93606621;93606442;93606836;93607074;93607075;93607792;93608023;93608025;93608099;93608360;93610211;93610417;93610993;93604650
117,10000017,93604213;93604214;93604215;93604216;93604218;93604221;93600880;93604966;93604967;93604223;93605375;93605376;93605381;93605382;93605383;93605384;93605389;93605390;93605392;93605395;93605396;93605398;93605397;93605400;93605394;93605401;93605403;93605404;93605406;93605407;93605408;93605405;93605409;93605410;93605411;93605412;93605402;93605945;93605946;93605948;93605951;93605952;93605955;93600851;93605957;93605962;93605966;93604968;93604969;93605297;93606168;93606169;93606170;93606172;93606136;93606176;93606518;93606519;93606520;93606521;93606522;93606524;93606526;93606527;93606529;93606530;93606532;93606533;93606534;93600877;93606173;93606536;93606893;93607524;93607882;93607883;93606105
118,10000018,93604570;93605261;93605262;93605263;93605267;93604579;93605268;93605641;93604584;93600932
119,10000019,93605109;93605110;93605111;93605112;93605116;93605117;93605118;93605119;93605120;93605121;93605122;93605194;93605195;93605212;93604719;93605859;93605864;9988288;2872010;2979302;9985092;93605923;93605925;93605926;93605927;93605928;2925308;93605929;93605622;2949009;93605930;29000009;93605931;93605933;93606210;93600046;93606151;93606150;93606138;93606005;93606576;93606577;93606578;93606579;93606580;93606582;93606583;93606584;93606585;93606586;93606700;93606701;93606744;93606745;93606746;93606747;93606748;93606749;93606751;93606752;93606774;93606877;93606878;93606879;93606899;93606930;93606931;93606932;93606933;93606934;93606935;93606936;93606937;93606938;93606939;93606940;93606941;93606943;93606944;93607071;93607080;93607325;93607988;93607992;93608159;93608173;93608327;93608382;93611029;93610727
120,10000020,93604356;93604985;93605141;93604626;93604627;93605646;93605649;93606161;93605803;93606436;93606883
121,10000021,93604376;93604377;93604378;93604379;93604380;93604381;93604382;93604383;93604384;93604385;93605314;93605404;93605405;93605409;93605410;93605411;93605412;93604772;93604766;93604767;93604761;93604765;93604420;93604419
122,10000022,93604376;93604377;93604378;93604379;93604380;93604381;93604382;93604383;93604384;93604385;93604387;93604877;93604878;93604981;93604982;93605081;93604331;93605314;93605385;93605386;93605404;93605405;93605409;93605410;93605411;93605412;93605551;93606269;93604420;93604419
123,10000023,93604421;93604422;93605257;93605256;93605255;93605254;93605939;93605940;93605947;93605948;93600816;93600828;93600822;93600837;93606532;93606533;93606534;93606165;93606807
124,10000024,93600431;93600400;93600447;93600439;93600382;93600391;93600412;93600432;93600401;93600448;93600440;93600423;93600392;93600413;93600446;93600380;93600411;93600390;93600438;93600430;93600399;93600422;3393009;93604427;93604429;93604428;93604433;93604430;93604431;93604432;93604436;93600370;93600371;93600372;93600373;93604851;93604852;93604853;93604854;93604855;93604858;93604859;93604862;93604863;93604864;93604865;93604866;93604867;93604868;93604869;93604870;93604871;93604872;93604873;93605582;93604682;93600459;93600460;93600461;93600470;93600471;93600476;93600477;93600486;93600487;93600488;93600494;93600495;93600496;93605823;93605822;93606080;93606771;93606772;93606785;93606786;93606787;93606788;93606793;93604691;93607989;93608123
125,10000025,93600587;93604438;93604439;93604440;93604441;93604442;93604443;93604444;93604445;93604448;93604449;93604450;93605130;93605131;93605137;93605138;93605217;93606220;93606221;93606239;93606240;93606546;93606547;93606548;93606549;93606550;93606551;93606552;93606553;93606555;93606556;93606557;93606558;93606843;93606844;93606845
126,10000026,93600587;93604438;93604440;93604441;93604442;93604448;93604449;93604450;93605130;93605217;93604716;93605569;93600498;93600500;93600506;93600377;93600387;93600395;93600408;93600418;93600424;93600435;93600366;93600443;93600453;93600474;93600483;93600511;93600515;93600517;93600520;93600523;93600525;93605137;93605812;93605803;93606161;93606162;93606221;93606187;93606239;93606240;93606538;93606551;93606757;93606758;93606759;93606760;93606305;93606762;93600535;93605460;93600572;93606843;93606844;93606845;93606880;93606881;93606882;93606883;93606884;93606886;93606887;93606888;93606889;93606891;93607241;93607242;93607243;93607244;93607999;93608000
127,10000027,93604438;93604440;93604441;93604443;93604448;93604449;93604450;93604902;93605130;93605217;93604716;93605569;93600498;93600500;93600506;93600377;93600387;93600395;93600408;93600418;93600424;93600435;93600366;93600443;93600453;93600474;93600483;93600511;93600515;93600517;93600520;93600523;93600525;93605137;93605803;93606161;93606162;93606221;93606187;93606239;93606240;93606538;93606549;93606552;93606558;93606757;93606758;93606759;93606760;93606305;93606762;93600535;93605460;93600572;93606843;93606844;93606845;93606887;93606888;93606889;93606891;93607852;93608137;93608249;93611010;93611011;93611012;93611013;93611014;93611015
128,10000028,93604438;93604440;93604441;93604448;93604449;93604450;93604902;93605130;93605217;93604443;93605569;93600498;93600500;93600506;93600377;93600387;93600395;93600408;93600418;93600424;93600435;93600366;93600443;93600453;93600468;93600474;93600483;93600511;93600513;93600514;93600515;93600517;93600520;93600523;93600525;93605137;93605803;93606161;93606162;93606220;93606221;93606187;93606239;93606240;93606538;93606548;93606553;93606757;93606758;93606759;93606760;93606305;93606762;93600535;93605460;93600572;93606843;93606844;93606845;93606887;93606888;93606889;93606891;93607889;93608217;93608218;93608219;93608220;93608221;93608239;93608249;93611010;93611011;93611012
129,10000029,93604438;93604439;93604440;93604441;93604444;93604448;93604449;93604450;93604902;93604457;93604456;93605130;93605217;93605131;93605569;93600498;93600500;93600506;93600377;93600387;93600395;93600408;93600418;93600424;93600435;93600366;93600443;93600453;93600468;93600474;93600483;93600511;93600513;93600514;93600515;93600517;93600520;93600523;93600525;93605137;93605803;93606161;93606162;93606220;93606221;93606187;93606239;93606240;93600589;93606538;93606546;93606555;93606557;93606757;93606758;93606759;93606760;93606305;93606762;93600535;93605460;93600572;93606843;93606844;93606845;93606887;93606888;93606889;93606891;93608137;93608149;93608216;93608220;93608239;93608249;93611010;93611011;93611012;93611013;93611014;93611015
130,10000030,93604438;93604445;93604448;93604449;93604450;93604626;93604627;93604628;93604629;93605130;93605217;93605569;93600498;93600500;93600506;93600377;93600387;93600395;93600408;93600418;93600424;93600435;93600366;93600443;93600453;93600474;93600483;93600511;93600515;93600517;93600520;93600523;93600525;93605137;93605858;93605803;93606161;93606162;93606221;93606187;93606538;93606550;93606556;93606757;93606758;93606759;93606760;93606305;93606762;93600535;93605460;93600572;93606843;93606844;93606845;93606887;93606888;93606889;93606891
131,10000031,91924;93604455;93604456;93604457;93600585;93605036;93605037;93605046;93605048;93605081;93605082;93605083;93605085;93605086;93605088;93605090;93605314;93605066;93605405;93605409;93605410;93605411;93605412;57800;93604959;93605006;93605596;93605007;93605008;93605718;61400028;93605819;93605825;93605826;93605829;93605830;93605818;93605817;93605833;93605834;93605846;93605845;93605844;93605847;93606199;93606204;93606242;93604420;93604419;93606597;93606722;93607208;93608147;93608174;93609221
